Tres_Vrgenes_La_Virgen,-112.592,27.469,0.06
Tri_Sestry,149.898,45.925,0.05
Trident,-155.102,58.234,0.05
Trindade,-29.325,-20.512,0.03
Tristan_da_Cunha,-12.289,-37.112,0.06
"Trois_Pitons,_Morne",-61.328,15.37,0.05
Tromen,-70.05,-37.141,0.21
Tungurahua,-78.445,-1.47,0.13
Turrialba,-83.757,10.018,0.21
Tutupaca,-70.372,-17.026,0.08
"Tuzgle,_Cerro",-66.479,-24.057,0.06
Ubinas,-70.903,-16.349,0.08
Udina_Bolshaya_Udina,160.527,55.759,0.08
Udina_Malaya_Udina,160.617,55.744,0.03
Ugashik-Peulik_Peulik,-156.371,57.75,0.05
Ulawun,151.331,-5.052,0.11
Uliaga,-169.77,53.065,0.03
Ulreung,130.862,37.494,0.09
Umboi_Talo,147.915,-5.574,0.05
Ungaran,110.347,-7.185,0.09
Unzen,130.298,32.761,0.15
Upolu,-171.731,-13.939,0.35
Urataman,152.246,47.121,0.03
Ushkovsky,160.508,56.113,0.19
Usu,140.839,42.543,0.05
Usulutn,-88.471,13.419,0.04
Uturuncu,-67.187,-22.264,0.14
Veniaminof,-159.297,56.218,0.26
Vesuvius,14.428,40.822,0.08
Victory,149.072,-9.201,0.1
Villarrica,-71.94,-39.421,0.08
Vilyuchik,158.281,52.704,0.07
Visoke,29.485,-1.458,0.03
Visokiy,157.933,52.435,0.03
"Voon,_Tarso",17.185,20.919,0.27
Vsevidof,-168.696,53.125,0.09
Vulcano,14.99,38.382,0.05
Wallis_Islands,-176.207,-13.275,0.09
Westdahl,-164.694,54.57,0.25
White_Island,177.178,-37.52,0.02
Wilis,111.76,-7.814,0.28
Wolf,-91.335,0.042,0.2
Wurlali,128.674,-7.122,0.04
Yake-dake,137.586,36.227,0.03
Yangudi,41.042,10.586,0.07
Yanteles,-72.815,-43.504,0.1
Yate,-72.399,-41.759,0.12
Yelia,145.859,-7.043,0.08
Yotei,140.81,42.825,0.06
Yucamane,-70.196,-17.184,0.09
Yunaska,-170.658,52.653,0.07
"Zacate_Grande,_Isla",-87.629,13.338,0.05
Zao,140.44,38.143,0.18
Zapatera,-85.817,11.738,0.07
Zheltovsky,157.327,51.576,0.08
Zhupanovsky,159.149,53.588,0.11
Zimina,160.604,55.86,0.11
"Zubair,_Jebel",42.179,15.034,0.04
Zukur,42.75,14.018,0.1
